animal_id,lrid,tag,rfid,nlis,draft,sex,dob,sire,dam,weaned,tag_sorter,esi,overall_adg,current_adg,last_weight,last_weight_date,animal_group,modified
3588,0,16085SGM,9.64001E+14,,,Female,00:00.0,,13081,0,                           16085SGM,,0.09,0.25,111,18:45.6,,20:01.1
3589,0,OR0776,9.64001E+14,,,Wether,00:00.0,,13081,0,OR                           776,,0.14,0.06,117,02:09.8,,47:41.1
3590,0,16017,9.64001E+14,,,Female,00:00.0,,13081,0,16017,,0.02,-0.1,90,15:56.3,.,48:31.6
3591,0,OR0649,9.64001E+14,,,Wether,00:00.0,,12101,0,OR                           649,,0.16,-0.08,126,04:45.2,,47:35.5
3592,0,16194,9.64001E+14,,,Female,00:00.0,,12101,0,16194,,0.09,0,108,56:43.4,,30:08.1
3593,0,16273,9.64001E+14,,,Female,00:00.0,,12084,0,16273,,0.03,-0.07,116,42:01.9,AI 2021,36:53.8
3594,0,16164,9.64001E+14,,,Female,00:00.0,,12084,0,16164,,0.08,0,121,37:11.5,12th BRD GRP,36:45.5
3595,0,OR0770,9.64001E+14,,,Wether,00:00.0,TURBO,12009,0,OR                           770,,0.14,0,122,56:59.3,,47:40.9
3596,0,16238,9.64001E+14,,,Female,00:00.0,TURBO,12009,0,16238,,0.05,0,177,33:49.6,.,50:41.8
3597,0,OR0657,9.64001E+14,,,Wether,00:00.0,TURBO,12107,0,OR                           657,,0.21,0.21,111,33:24.6,,47:35.9
3598,0,16081,9.64001E+14,,,Female,00:00.0,,12107,0,16081,,0.04,-0.09,127,44:44.1,21st BRD GRP,29:41.6
3599,0,O0759,9.64001E+14,,,Wether,00:00.0,TURBO,10011,0,O                            759,,0.2,-0.05,104,36:15.5,,47:16.1
3600,0,OR0726,9.64001E+14,,,Wether,00:00.0,TURBO,10011,0,OR                           726,,0.13,0.09,109,30:10.6,,47:38.9
3601,0,16053,9.64001E+14,,,Female,00:00.0,TURBO,11050,0,16053,,0.05,0.29,150,30:50.3,AI 2019,42:39.8
3602,0,OR0755,9.64001E+14,,,Wether,00:00.0,,14074,0,OR                           755,,0.15,0.06,115,55:14.5,,47:40.2
3603,0,OR0717,9.64001E+14,,,Wether,00:00.0,,14074,0,OR                           717,,0.13,0,108,10:42.1,,47:38.6
3604,0,16107,9.64001E+14,,,Female,00:00.0,TURBO,10014,0,16107,,0.03,0.05,111,31:14.8,21st BRD GRP,50:41.4
3605,0,OR0530,9.64001E+14,,,Wether,00:00.0,,10014,0,OR                           530,,0.13,0.17,103,20:28.0,,47:29.6
3606,0,OR0616,9.64001E+14,,,Wether,00:00.0,,14025,0,OR                           616,,0.14,0.15,105,14:41.9,,47:33.8
3607,0,16254,9.64001E+14,,,Female,00:00.0,,14025,0,16254,,0.07,0.32,173,57:42.2,3rd BRD GRP,41:33.6
3608,0,16013,9.64001E+14,,,Female,00:00.0,TURBO,11012,0,16013,,0.11,0.02,121,03:41.1,,30:09.5
3609,0,16184,9.64001E+14,,,Female,00:00.0,TURBO,11012,0,16184,,0.09,0.28,167,46:23.2,6th BRD GRP,36:45.1
3610,0,16097,9.64001E+14,,,Female,00:00.0,010TURBO,11012,0,16097,,0.05,0,147,13:00.0,.,56:10.2
3611,0,OR0655,9.64001E+14,,,Wether,00:00.0,TURBO,12053,0,OR                           655,,0.2,-0.21,111,33:09.3,,47:35.8
3612,0,OR0596,9.64001E+14,,,Wether,00:00.0,,12053,0,OR                           596,,0.17,0.17,135,08:52.0,,47:32.8
3613,0,OR0709,9.64001E+14,,,Wether,00:00.0,TURBO,12024,0,OR                           709,,0.15,0.5,117,02:34.3,,47:38.2
3614,0,OR0711,9.64001E+14,,,Wether,00:00.0,TURBO,12024,0,OR                           711,,0.15,0.17,120,53:31.4,,47:38.3
3615,0,16074,9.64001E+14,,,Female,00:00.0,010TURBO,11042,0,16074,,0.07,0.12,141,31:10.0,7th BRD GRP,15:49.8
3616,0,16042,9.64001E+14,,,Female,00:00.0,010TURBO,11042,0,16042,,0.09,0.17,218,03:03.7,2nd BRD GRP,41:30.3
3617,0,OR0742,9.64001E+14,,,Wether,00:00.0,010TURBO,11042,0,OR                           742,,0.15,0.17,121,42:29.3,,47:39.6
3618,0,16080,9.64001E+14,,,Female,00:00.0,,14039,0,16080,,0.17,0.24,126,37:02.8,,39:22.1
3619,0,OR0611,9.64001E+14,,,Wether,00:00.0,,14039,0,OR                           611,,0.14,0.06,107,55:27.0,,47:33.5
3620,0,OR0541,9.64001E+14,,,Wether,00:00.0,010TURBO,11023,0,OR                           541,,0.17,-0.08,130,58:50.4,,47:30.1
3621,0,OR0623,9.64001E+14,,,Wether,00:00.0,010TURBO,11023,0,OR                           623,,0.15,0.08,121,53:19.1,,47:34.2
3622,0,OR0526,9.64001E+14,,,Wether,00:00.0,,14016,0,OR                           526,,0.14,0.06,116,01:06.9,,47:29.4
3623,0,16069,9.64001E+14,,,Female,00:00.0,,14016,0,16069,,0.1,0.25,140,55:53.1,7th BRD GRP,15:49.8
3624,0,OR0714,9.64001E+14,,,Female,00:00.0,010TURBO,12038,0,OR                           714,,0.15,-0.08,133,05:02.2,,11:13.7
3625,0,16103,9.64001E+14,,,Female,00:00.0,,12025,0,16103,,0.12,-0.02,130,31:49.0,,30:09.3
3626,0,OR0775,9.64001E+14,,,Wether,00:00.0,,12025,0,OR                           775,,0.14,-0.06,117,44:28.7,,47:41.1
3627,0,16052,9.64001E+14,,,Female,00:00.0,,14070,0,16052,,0.04,0,133,10:29.1,.,50:42.1
3628,0,OR0708,9.64001E+14,,,Wether,00:00.0,,14060,0,OR                           708,,0.16,0,129,11:59.8,,47:38.2
3629,0,14060B,9.64001E+14,,,Wether,00:00.0,,14060,0,                           14060B,,,,,,,26:30.0
3630,0,16043,9.64001E+14,,,Female,00:00.0,,11010,0,16043,,0.05,0,153,56:25.2,20th BRD GRP,56:30.1
3631,0,16065,9.64001E+14,,,Female,00:00.0,,11010,0,16065,,0.04,-0.04,125,23:27.4,.,36:11.4
3632,0,OR0782,9.64001E+14,,,Wether,00:00.0,,12121,0,OR                           782,,0.13,0.12,112,23:19.4,,47:41.3
3633,0,16171,9.64001E+14,,,Female,00:00.0,,12121,0,16171,,0.1,0,115,21:58.3,,30:09.1
3634,0,OR0614,9.64001E+14,,,Wether,00:00.0,,12123,0,OR                           614,,0.2,0.05,107,32:06.9,,47:33.7
3635,0,16106,9.64001E+14,,,Female,00:00.0,,12123,0,16106,,0.04,-0.05,132,11:18.4,.,00:42.4
3636,0,OR0572,9.64001E+14,,,Wether,00:00.0,,12091,0,OR                           572,,0.15,0.24,109,11:35.9,,47:31.7
3637,0,16082,9.64001E+14,,,Female,00:00.0,,12091,0,16082,,0.1,0,104,16:40.0,,51:33.2
3638,0,16041,9.64001E+14,,,Female,00:00.0,,14097,0,16041,,0.06,0,120,28:17.2,16th BRD GRP,36:42.1
3639,0,16208,9.64001E+14,,,Female,00:00.0,,13088,0,16208,,0.09,0.11,137,22:32.3,9th BRD GRP,16:25.2
3640,0,16146,9.64001E+14,,,Female,00:00.0,,13088,0,16146,,0.04,-0.05,111,50:06.2,8th BRD GRP,58:14.2
3641,0,16016,9.64001E+14,,,Female,00:00.0,,12047,0,16016,,0.05,-0.02,150,14:55.6,.,43:22.1
3642,0,16121,9.64001E+14,,,Female,00:00.0,,12047,0,16121,,0.11,0.04,120,14:40.7,,30:08.7
3643,0,16223,9.64001E+14,,,Female,00:00.0,,12104,0,16223,,0.04,-0.02,135,12:23.6,.,39:38.6
3644,0,16191,9.64001E+14,,,Female,00:00.0,,12104,0,16191,,0.11,0.07,125,27:28.6,,30:08.9
3645,0,OR0707,9.64001E+14,,,Wether,00:00.0,,14125,0,OR                           707,,0.13,0.15,106,15:45.0,,47:38.1
3646,0,OR0682,9.64001E+14,,,Wether,00:00.0,,14125,0,OR                           682,,0.13,0,104,22:25.9,,47:37.0
3647,0,OR0647,9.64001E+14,,,Wether,00:00.0,,12013,0,OR                           647,,0.14,0,115,45:01.8,,47:35.4
3648,0,16242,9.64001E+14,,,Female,00:00.0,,12013,0,16242,,0.05,0.42,136,00:11.0,7th BRD GRP,43:22.6
3649,0,043,9.64001E+14,,,Male,00:00.0,TURBO,12082,0,43,,0.16,0.06,136,50:28.0,,51:38.8
3650,0,16206,9.64001E+14,,,Female,00:00.0,,12016,0,16206,,0.04,0.1,130,53:50.6,.,50:42.5
3651,0,16265,9.64001E+14,,,Female,00:00.0,,12016,0,16265,,0.04,0.01,138,03:02.6,.,15:55.0
3652,0,16149,9.64001E+14,,,Female,00:00.0,,12034,0,16149,,0.04,-0.02,119,16:45.7,.,26:39.7
3653,0,OR0685,9.64001E+14,,,Wether,00:00.0,,9014,0,OR                           685,,0.15,0,120,54:39.1,,47:37.2
3654,0,046,9.64001E+14,,,Male,00:00.0,,14072,0,46,,0.12,-0.21,140,43:06.9,,51:38.9
3655,0,OR0725,9.64001E+14,,,Wether,00:00.0,,12005,0,OR                           725,,0.16,0.08,118,55:14.2,,47:38.8
3656,0,16165,9.64001E+14,,,Female,00:00.0,,12005,0,16165,,0.1,0.1,109,08:17.0,,51:38.1
3657,0,OR0747,9.64001E+14,,,Wether,00:00.0,,14120,0,OR                           747,,0.13,0.09,110,22:15.6,,47:39.8
3658,0,16087,9.64001E+14,,,Female,00:00.0,,14062,0,16087,,0.09,-0.04,117,47:22.2,,30:08.4
3659,0,OR0567,9.64001E+14,,,Wether,00:00.0,,12001,0,OR                           567,,0.2,0.21,111,36:44.1,,47:31.4
3660,0,16014,9.64001E+14,,,Female,00:00.0,,14052,0,16014,,0.04,0.02,117,48:07.8,.,01:55.3
3661,0,16012,9.64001E+14,,,Female,00:00.0,,14129,0,16012,,0.07,0.19,109,38:38.2,13th BRD GRP,19:35.9
3662,0,OR0546,9.64001E+14,,,Wether,00:00.0,,14129,0,OR                           546,,0.13,0.12,104,08:33.1,,47:30.4
3663,0,OR0559,9.64001E+14,,,Wether,00:00.0,,14099,0,OR                           559,,0.14,0.36,114,27:49.9,,47:31.0
3664,0,OR0571,9.64001E+14,,,Wether,00:00.0,,11006,0,OR                           571,,0.15,0,114,00:42.0,,47:31.5
3665,0,11006B,9.64001E+14,,,Female,00:00.0,,11006,0,                           11006B,,,,,,,41:56.2
3666,0,OR0720,9.64001E+14,,,Wether,00:00.0,,14096,0,OR                           720,,0.15,0.06,117,52:07.0,,47:38.7
3667,0,OR0734,9.64001E+14,,,Wether,00:00.0,,14096,0,OR                           734,,0.11,-0.21,97,18:40.3,,47:39.2
3668,0,16211,9.64001E+14,,,Female,00:00.0,,14007,0,16211,,0.12,0.09,95,19:25.4,,16:06.9
3669,0,16154,9.64001E+14,,,Female,00:00.0,,14007,0,16154,,0.1,0.04,105,52:20.1,,30:07.6
3670,0,OR0597,9.64001E+14,,,Wether,00:00.0,,14082,0,OR                           597,,0.16,0.15,99,14:26.5,,47:32.9
3671,0,16061,9.64001E+14,,,Female,00:00.0,,14082,0,16061,,0.09,0,102,55:43.3,,51:31.5
3672,0,16159,9.64001E+14,,,Female,00:00.0,,14009,0,16159,,0.06,0.12,121,06:28.6,2nd BRD GRP,09:52.7
3673,0,16156,9.64001E+14,,,Female,00:00.0,,14009,0,16156,,0.08,0.02,113,44:01.3,6th BRD GRP,09:26.6
3674,0,16091,9.64001E+14,,,Female,00:00.0,004ROCKET,9007,0,16091,,0.04,-0.1,134,44:41.3,.,45:01.8
3675,0,9007B,9.64001E+14,,,Wether,00:00.0,004ROCKET,9007,0,                            9007B,,0.14,0,110,54:08.5,,46:59.0
3676,0,OR0523,9.64001E+14,,,Wether,00:00.0,,14122,0,OR                           523,,0.15,0.1,92,10:31.6,,47:29.2
3677,0,16113,9.64001E+14,,,Female,00:00.0,,14122,0,16113,,0.08,0.35,101,25:50.7,,51:35.0
3678,0,16067,9.64001E+14,,,Female,00:00.0,,14122,0,16067,,0.03,-0.13,80.5,56:03.4,.,55:27.1
3679,0,OR0578,9.64001E+14,,,Wether,00:00.0,,12063,0,OR                           578,,0.15,0,124,57:56.6,,47:31.9
3680,0,16158,9.64001E+14,,,Female,00:00.0,,14102,0,16158,,0.09,-0.09,101,33:27.6,,30:07.8
3681,0,OR0680,9.64001E+14,,,Wether,00:00.0,,14102,0,OR                           680,,0.13,0.06,95,56:35.1,,47:37.0
3682,0,OR0586,9.64001E+14,,,Wether,00:00.0,004ROCKET,13049,0,OR                           586,,0.17,0.58,128,59:35.6,,47:32.4
3683,0,OR0618,9.64001E+14,,,Wether,00:00.0,004ROCKET,13049,0,OR                           618,,0.16,0.33,123,53:36.5,,47:33.9
3684,0,OR0588,9.64001E+14,,,Wether,00:00.0,,9013,0,OR                           588,,0.16,0.17,122,53:48.1,,47:32.5
3685,0,16078,9.64001E+14,,,Female,00:00.0,,9013,0,16078,,0.04,-0.04,127,34:11.5,.,03:52.7
3686,0,9013C,9.64001E+14,,,Wether,00:00.0,,9013,0,                            9013C,,,,,,,46:59.0
3687,0,OR0671,9.64001E+14,,,Female,00:00.0,,14059,0,OR                           671,,0.13,0.15,98.5,12:10.7,,16:12.5
3688,0,OR0643,9.64001E+14,,,Female,00:00.0,,14077,0,OR                           643,,0.1,-0.03,103,14:55.6,,32:28.9
3689,0,OR0718,9.64001E+14,,,Wether,00:00.0,,14077,0,OR                           718,,0.13,0.24,108,35:00.6,,47:38.6
3690,0,OR0778,9.64001E+14,,,Female,00:00.0,,14077,0,OR                           778,,0.09,0.51,97.8,16:42.2,,55:09.3
3691,0,OR0698,9.64001E+14,,,Wether,00:00.0,,14014,0,OR                           698,,0.15,-0.06,112,59:58.1,,47:37.8
3692,0,OR0624,9.64001E+14,,,Wether,00:00.0,,12005,0,OR                           624,,0.13,0.03,101,20:14.2,,47:34.2
3693,0,12064ADEAD,9.64001E+14,,,Wether,00:00.0,,12064,0,                           12064ADEAD,,0.31,0.29,51.5,41:14.1,,47:00.9
3694,0,OR0607,9.64001E+14,,,Wether,00:00.0,,12064,0,OR                           607,,0.14,-0.06,109,57:41.6,,47:33.3
3695,0,16241,9.64001E+14,,,Female,00:00.0,,14067,0,16241,,0.03,-0.04,94,04:27.8,.,50:23.6
3696,0,OR0548,9.64001E+14,,,Wether,00:00.0,,14067,0,OR                           548,,0.15,0,108,47:02.0,,47:30.5
3697,0,OR0733,9.64001E+14,,,Wether,00:00.0,,14067,0,OR                           733,,0.13,0.06,105,05:45.7,,47:39.2
3698,0,16133,9.64001E+14,,,Female,00:00.0,,14011,0,16133,,0.08,0.19,121,19:22.9,5th BRD GRP,15:15.2
3699,0,16050,9.64001E+14,,,Female,00:00.0,,14011,0,16050,,0.1,0.25,108,07:35.6,,51:30.7
3700,0,16033,9.64001E+14,,,Female,00:00.0,,11003,0,16033,,0.16,0.18,100,35:32.8,,10:38.1
3701,0,16101,9.64001E+14,,,Female,00:00.0,,14087,0,16101,,0.03,-0.09,96,06:11.7,.,56:23.4
3702,0,OR0771,9.64001E+14,,,Wether,00:00.0,,14087,0,OR                           771,,0.15,-0.08,119,14:18.7,,47:40.9
3703,0,OR0767,9.64001E+14,,,Wether,00:00.0,040ROCKET,9004,0,OR                           767,,0.13,0,110,43:47.9,,47:40.7
3704,0,OR0658,9.64001E+14,,,Wether,00:00.0,040ROCKET,9004,0,OR                           658,,0.15,0.33,115,56:37.0,,47:35.9
3705,0,OR0786,9.64001E+14,,,Female,00:00.0,040ROCKET,9004,0,OR                           786,,0.09,-0.25,92.6,44:31.4,,09:30.1
3706,0,OR0602,9.64001E+14,,,Wether,00:00.0,ROCKET,12045,0,OR                           602,,0.14,-0.06,113,04:05.7,,47:33.1
3707,0,16083,9.64001E+14,,,Female,00:00.0,040ROCKET,12045,0,16083,,0.11,0.43,119,22:09.4,,07:05.3
3708,0,OR0157,9.64001E+14,,,Wether,00:00.0,010TURBO,12042,0,OR                           157,,0.16,0.08,131,52:42.4,,47:16.1
3709,0,16263,9.64001E+14,,,Female,00:00.0,010TURBO,12042,0,16263,,0.18,0.01,72.5,27:39.8,,34:39.2
3710,0,OR0656,9.64001E+14,,,Wether,00:00.0,,14065,0,OR                           656,,0.13,0.05,98,16:42.6,,47:35.8
3711,0,OR0659,9.64001E+14,,,Wether,00:00.0,,14065,0,OR                           659,,0.12,0.14,93.5,20:44.4,,47:36.0
3712,0,16031,9.64001E+14,,,Female,00:00.0,,12028,0,16031,,0.04,-0.03,130,00:32.3,.,40:16.8
3713,0,OR0752,9.64001E+14,,,Wether,00:00.0,010TURBO,12030,0,OR                           752,,0.15,0.16,94.5,14:45.8,,47:40.0
3714,0,OR0756,9.64001E+14,,,Wether,00:00.0,010TURBO,12030,0,OR                           756,,0.15,0.45,118,15:22.8,,47:40.3
3715,0,OR0705,9.64001E+14,,,Wether,00:00.0,,12103,0,OR                           705,,0.16,-0.08,124,00:14.7,,47:38.1
3716,0,16094,9.64001E+14,,,Female,00:00.0,,12103,0,16094,,0.05,0,152,03:30.1,.,56:03.1
3717,0,12059A,9.64001E+14,,,Female,00:00.0,,12059,0,                           12059A,,,,,,,54:54.4
3718,0,16259,9.64001E+14,,,Female,00:00.0,,12059,0,16259,,0.06,0.5,112,27:27.1,,51:46.8
3719,0,OR0591,9.64001E+14,,,Wether,00:00.0,,14043,0,OR                           591,,0.14,0,101,18:13.9,,47:32.6
3720,0,OR0617,9.64001E+14,,,Wether,00:00.0,,14043,0,OR                           617,,0.13,-0.11,104,04:45.4,,47:33.8
3721,0,16183,9.64001E+14,,,Female,00:00.0,,14104,0,16183,,0.04,0.04,133,45:19.6,.,56:08.8
3723,0,16131,9.64001E+14,,,Female,00:00.0,,14003,0,16131,,0.09,0.03,105,16:51.0,,51:36.2
3724,0,16260,9.64001E+14,,,Female,00:00.0,,14003,0,16260,,0.11,0.11,111,17:52.5,,30:12.1
3725,0,16244,9.64001E+14,,,Female,00:00.0,,13080,0,16244,,0.04,0.01,130,57:38.1,.,32:49.5
3726,0,16157,9.64001E+14,,,Female,00:00.0,,13080,0,16157,,0.11,-0.07,115,09:54.1,,30:11.9
3727,0,OR0568,9.64001E+14,,,Wether,00:00.0,,14049,0,OR                           568,,0.13,0.27,101,12:19.8,,47:31.4
3728,0,OR0543,9.64001E+14,,,Wether,00:00.0,,14049,0,OR                           543,,0.14,0,103,24:11.9,,47:30.2
3729,0,OR0670,9.64001E+14,,,Wether,00:00.0,,14126,0,OR                           670,,0.13,0,104,15:09.8,,47:36.6
3730,0,16152,9.64001E+14,,,Female,00:00.0,,14126,0,16152,,0.05,-0.03,108,45:22.6,.,55:19.0
3731,0,13004A,9.64001E+14,,,Wether,00:00.0,,13004,0,                           13004A,,,,16.5,01:51.3,,47:01.6
3732,0,16269,9.64001E+14,,,Female,00:00.0,,13004,0,16269,,0.16,0.06,31,19:13.4,,51:20.4
3733,0,OR0749,9.64001E+14,,,Wether,00:00.0,,12031,0,OR                           749,,0.14,0.22,119,43:16.9,,47:39.9
3734,0,16168,9.64001E+14,,,Female,00:00.0,,12029,0,16168,,0.06,0.08,182,22:04.2,.,56:04.7
3735,0,16006,9.64001E+14,,,Female,00:00.0,,14066,0,16006,,0.1,0.5,110,29:47.2,,51:27.9
3736,0,16058,9.64001E+14,,,Female,00:00.0,,14066,0,16058,,0.04,-0.03,118,53:12.2,.,22:58.0
3737,0,OR0575,9.64001E+14,,,Wether,00:00.0,,10010,0,OR                           575,,0.12,0.16,95,16:46.7,,47:31.8
3738,0,16084,9.64001E+14,,,Female,00:00.0,,10010,0,16084,,0.09,0.09,106,25:33.8,,51:33.7
3739,0,OR0529,9.64001E+14,,,Wether,00:00.0,,14076,0,OR                           529,,0.18,0.5,123,45:41.9,,47:29.6
3740,0,16090,9.64001E+14,,,Female,00:00.0,,14076,0,16090,,0.04,0,122,12:51.6,.,56:13.7
3741,0,OR0566,9.64001E+14,,,Wether,00:00.0,,14045,0,OR                           566,,0.17,0.5,121,48:49.8,,47:31.3
3742,0,OR0538,9.64001E+14,,,Wether,00:00.0,,14045,0,OR                           538,,0.16,0.3,115,28:18.2,,47:29.9
3743,0,14045C,9.64001E+14,,,Female,00:00.0,,14045,0,                           14045C,,,,,,,52:59.6
3744,0,OR0677,9.64001E+14,,,Wether,00:00.0,,14001,0,OR                           677,,0.15,0.36,111,13:31.8,,47:36.8
3745,0,OR0740,9.64001E+14,,,Wether,00:00.0,,14001,0,OR                           740,,0.15,0.16,94.5,12:43.9,,47:39.5
3746,0,16207,9.64001E+14,,,Female,00:00.0,,14117,0,16207,,0.08,0.17,108,23:52.0,,51:41.3
3747,0,OR0697,9.64001E+14,,,Wether,00:00.0,,14048,0,OR                           697,,0.05,0.33,94,48:01.8,,47:37.8
3748,0,16108,9.64001E+14,,,Female,00:00.0,,14004,0,16108,,0.09,0.58,117,09:04.9,,51:34.5
3749,0,16092,9.64001E+14,,,Female,00:00.0,,14081,0,16092,,0.1,0.33,114,21:25.0,,51:34.2
3750,0,OR0688,9.64001E+14,,,Wether,00:00.0,,14081,0,OR                           688,,0.15,0.08,120,13:30.8,,47:37.3
3751,0,16110,9.64001E+14,,,Female,00:00.0,,14092,0,16110,,0.09,0.02,106,12:52.7,,51:34.7
3753,0,009,,,,Male,,,BRCM02,0,9,,0.13,0.13,255,43:44.4,,19:03.3
3754,0,12035,9.64001E+14,,,Female,00:00.0,,ORST02,0,12035,,-0.02,-0.11,121,21:59.9,,48:46.0
3755,0,062,9.64001E+14,,,Male,00:00.0,CHRIS327,10022,0,62,,0.13,0.28,151,53:24.2,,29:47.2
3756,0,17206,9.64001E+14,,,Female,00:00.0,CHRIS327,10022,0,17206,,0.05,-0.27,111,39:45.1,10th BRD GRP,36:47.7
3757,0,17165,9.64001E+14,,,Female,00:00.0,GORDON,11029,0,17165,,0.03,0.01,120,49:30.6,.,24:46.0
3758,0,061,9.64001E+14,,,Male,00:00.0,GORDON,11029,0,61,,0.13,0.6,108,51:09.6,,24:36.7
3759,0,17138,9.64001E+14,,,Female,00:00.0,CHRIS327,12063,0,17138,,0.05,0.18,156,12:09.4,.,49:29.3
3760,0,055,9.64001E+14,,,Male,00:00.0,CHRIS327,12063,0,55,,0.09,-0.15,153,06:22.9,1st BRD GRP,09:00.7
3761,0,059,9.64001E+14,,,Male,00:00.0,GORDON,13056,0,59,,0.11,0.12,106,46:24.8,,51:39.3
3762,0,053,9.64001E+14,,,Male,00:00.0,CHRIS327,12063,0,53,,0.08,-0.09,182,28:57.9,5th BRD GRP,55:25.9
3763,0,17019,9.64001E+14,,,Female,00:00.0,CHRIS,11033,0,17019,,0.09,0.26,215,55:08.4,3rd BRD GRP,41:35.7
3764,0,OR1016,9.64001E+14,,,Wether,00:00.0,,15113,0,OR                          1016,,0.14,0.05,111,10:10.1,,47:51.3
3765,0,OR0967,9.64001E+14,,,Wether,00:00.0,,15103,0,OR                           967,,0.15,0.08,117,09:58.3,,47:49.1
3766,0,17219,9.64001E+14,,,Female,00:00.0,,15103,0,17219,,0.12,0.1,85.8,21:49.1,,32:32.6
3767,0,OR1002,9.64001E+14,,,Wether,00:00.0,,15014,0,OR                          1002,,0.13,0.03,106,22:30.8,,47:50.6
3768,0,17081,9.64001E+14,,,Female,00:00.0,,11039,0,17081,,0.05,0,138,58:09.5,.,56:02.6
3769,0,OR0828,9.64001E+14,,,Wether,00:00.0,,14069,0,OR                           828,,0.14,0.05,110,23:20.6,,47:42.7
3770,0,OR0940,9.64001E+14,,,Wether,00:00.0,,14069,0,OR                           940,,0.11,0.45,103,55:26.7,,47:47.8
3771,0,17315,9.64001E+14,,,Female,00:00.0,,13003,0,17315,,0.08,-0.12,107,23:34.0,20th BRD GRP,17:04.6
3772,0,17055,9.64001E+14,,,Female,00:00.0,,13021,0,17055,,0.04,-0.01,144,45:28.2,.,51:46.3
3773,0,17032,9.64001E+14,,,Female,00:00.0,,13010,0,17032,,0.13,1.06,99.2,11:21.7,,32:32.3
3774,0,17086,9.64001E+14,,,Female,00:00.0,,13010,0,17086,,0.05,0,138,27:13.0,.,07:38.9
3775,0,OR1046,9.64001E+14,,,Wether,00:00.0,,15170,0,OR                          1046,,0.14,0.03,113,22:33.1,,47:52.7
3776,0,15170BDEAD,9.64001E+14,,,Wether,00:00.0,,15170,0,                           15170BDEAD,,,,,,,47:09.0
3777,0,OR0849,9.64001E+14,,,Wether,00:00.0,,9005,0,OR                           849,,0.13,0.23,89,21:52.7,,47:43.6
3778,0,OR0925,9.64001E+14,,,Wether,00:00.0,,9005,0,OR                           925,,0.13,0.49,92.6,07:55.1,,28:11.0
3779,0,17282,9.64001E+14,,,Female,00:00.0,,10010,0,17282,,0.12,0.22,85.8,18:20.9,,45:56.5
3780,0,OR1097,9.64001E+14,,,Wether,00:00.0,,10010,0,OR                          1097,,0.1,0.31,112,36:45.3,,47:54.9
3781,0,OR0927,9.64001E+14,,,Wether,00:00.0,,11046,0,OR                           927,,0.13,-0.12,106,44:21.8,,47:47.2
3782,0,OR0933,9.64001E+14,,,Wether,00:00.0,,15081,0,OR                           933,,0.15,0.47,108,55:34.1,,47:47.5
3783,0,OR1126,9.64001E+14,,,Wether,00:00.0,,15081,0,OR                          1126,,0.15,0.08,110,15:23.2,,47:56.2
3784,0,OR0862,9.64001E+14,,,Wether,00:00.0,,13005,0,OR                           862,,0.13,-0.1,104,49:51.3,,47:44.4
3785,0,17004,9.64001E+14,,,Female,00:00.0,,13005,0,17004,,0.13,0.63,91.8,33:32.1,,45:45.0
3786,0,OR1050,9.64001E+14,,,Wether,00:00.0,,14011,0,OR                          1050,,0.13,0.53,96.8,28:18.9,,47:52.9
3787,0,OR1012,9.64001E+14,,,Wether,00:00.0,,14011,0,OR                          1012,,0.13,0.31,98.8,30:57.1,,47:51.1
3788,0,17271,9.64001E+14,,,Female,00:00.0,,9015,0,17271,,0.04,0.03,122,29:26.6,.,50:42.8
3789,0,17007,9.64001E+14,,,Female,00:00.0,,9015,0,17007,,0.11,0.31,138,00:40.7,13th BRD GRP,35:14.0
3790,0,17057,9.64001E+14,,,Female,00:00.0,,11038,0,17057,,0.1,0.25,118,12:25.8,15th BRD GRP,19:01.3
3791,0,17256,9.64001E+14,,,Female,00:00.0,,11038,0,17256,,0.1,0.19,109,06:18.4,7th BRD GRP,15:49.8
3792,0,OR0938,9.64001E+14,,,Wether,00:00.0,,14015,0,OR                           938,,0.13,0.03,96,19:57.9,,47:47.7
3793,0,OR0898,9.64001E+14,,,Wether,00:00.0,,14015,0,OR                           898,,0.12,0.39,98.8,47:25.2,,47:45.9
3794,0,063,9.64001E+14,,,Male,00:00.0,,15077,0,63,,0.12,0.03,104,15:37.3,,51:39.5
3795,0,060,9.64001E+14,,,Male,00:00.0,,12085,0,60,,0.11,0.57,104,28:38.5,,51:39.4
3796,0,11001A,9.64001E+14,,,Female,00:00.0,,11001,0,                           11001A,,,,,,,18:07.1
3797,0,OR0853,9.64001E+14,,,Wether,00:00.0,,11001,0,OR                           853,,0.13,-0.8,92.2,42:45.3,,47:43.8
3798,0,17101,9.64001E+14,,,Female,00:00.0,,15027,0,17101,,0.05,0,136,48:59.2,.,46:00.4
3799,0,OR0881,9.64001E+14,,,Wether,00:00.0,,15027,0,OR                           881,,0.15,-0.03,111,06:52.2,,47:45.2
3800,0,OR0997,9.64001E+14,,,Wether,00:00.0,,13055,0,OR                           997,,0.14,0.1,102,56:02.5,,47:50.4
3801,0,17005,9.64001E+14,,,Female,00:00.0,,13055,0,17005,,0.13,0.08,92.4,10:50.6,,45:45.2
3802,0,OR1107,9.64001E+14,,,Wether,00:00.0,,15142,0,OR                          1107,,0.13,-0.03,103,12:44.4,,47:55.4
3803,0,17104,9.64001E+14,,,Female,00:00.0,,15142,0,17104,,0.09,0.3,153,05:24.2,12th BRD GRP,40:28.6
