animal_id,lrid,tag,rfid,nlis,draft,sex,dob,sire,dam,weaned,tag_sorter,esi,overall_adg,current_adg,last_weight,last_weight_date,animal_group,modified
5691,0,OR01585,9.64001E+14,,,Female,00:00.0,,15064,0,OR                          1585,,0.07,0,62.4,37:26.5,,08:53.2
5692,0,OR02026,9.64001E+14,,,M,00:00.0,,15064,0,OR                          2026,,0.05,0.03,57.6,53:24.1,,20:07.8
5693,0,17142SS,9.64001E+14,,,Wether,00:00.0,,17142,0,                           17142SS,,0.22,-0.11,69.8,04:55.1,,47:14.7
5694,0,19128,9.64001E+14,,,Female,00:00.0,,16101,0,19128,,0.15,0.35,87.8,17:36.0,,09:35.8
5695,0,OR01590,9.64001E+14,,,Female,00:00.0,,16101,0,OR                          1590,,0.13,0.19,60.6,22:29.3,,08:38.2
5696,0,OR01766,9.64001E+14,,,Wether,00:00.0,,15120,0,OR                          1766,,0.12,-0.01,57.2,54:14.6,,48:15.9
5697,0,OR01958,9.64001E+14,,,Wether,00:00.0,,15120,0,OR                          1958,,0.16,-0.04,56.8,00:03.8,,48:25.2
5698,0,OR01625,9.64001E+14,,,Female,00:00.0,,15120,0,OR                          1625,,0.13,0.17,59,30:16.0,,08:45.8
5699,0,OR01704,9.64001E+14,,,Wether,00:00.0,,16146,0,OR                          1704,,0.18,0.03,67,06:31.8,,48:12.9
5700,0,OR01867,9.64001E+14,,,Wether,00:00.0,,16146,0,OR                          1867,,0.15,0.03,59.8,55:44.4,,48:21.2
5701,0,19069,9.64001E+14,,,Female,00:00.0,,16056,0,19069,,0.05,-0.02,119,18:10.8,.,53:22.9
5702,0,16056BD,9.64001E+14,,,Female,00:00.0,,16056,0,                           16056BD,,,,,,,47:27.5
5703,0,OR01996,9.64001E+14,,,Female,00:00.0,,12086,0,OR                          1996,,0.14,-0.13,62.6,32:34.0,,08:48.1
5704,0,19188,9.64001E+14,,,Female,00:00.0,,12086,0,19188,,0.13,0.28,79.4,07:18.5,,09:33.4
5705,0,19032,9.64001E+14,,,Female,00:00.0,,15015,0,19032,,0.05,0.01,114,22:23.1,.,37:37.2
5706,0,15056AS,9.64001E+14,,,Wether,00:00.0,,15056,0,                           15056AS,,0.21,0.19,69,28:56.5,,47:07.5
5707,0,19201,9.64001E+14,,,Female,00:00.0,,15056,0,19201,,0.05,0,108,58:31.4,.,10:41.4
5708,0,OR01570,9.64001E+14,,,Female,00:00.0,,14020,0,OR                          1570,,0.11,0.04,57.2,56:50.6,,09:13.0
5709,0,14020BS,9.64001E+14,,,Wether,00:00.0,,14020,0,                           14020BS,,0.21,0.06,72,52:19.9,,47:03.3
5710,0,19084,9.64001E+14,,,Female,00:00.0,,16062,0,19084,,0.08,0.12,147,01:00.4,.,53:58.0
5711,0,OR01848,9.64001E+14,,,Wether,00:00.0,,17268,0,OR                          1848,,0.13,-0.01,61,55:06.7,,48:20.2
5712,0,17268BD,9.64001E+14,,,Female,00:00.0,,17268,0,                           17268BD,,,,,,,57:50.1
5713,0,11018SS,9.64001E+14,,,Wether,00:00.0,,11018,0,                           11018SS,,0.23,0.13,67.8,55:38.7,,46:59.5
5714,0,OR01747,9.64001E+14,,,Wether,00:00.0,,13032,0,OR                          1747,,0.1,-0.03,56.6,59:34.6,,48:14.9
5715,0,OR01894,9.64001E+14,,,Wether,00:00.0,,13032,0,OR                          1894,,0.17,0.05,68.6,59:44.5,,48:22.4
5716,0,OR01573,9.64001E+14,,,Female,00:00.0,,17211,0,OR                          1573,,0.14,0.01,65.4,05:33.3,,09:21.6
5717,0,19017,9.64001E+14,,,Female,00:00.0,,17211,0,19017,,0.15,0.26,87.6,00:11.7,,17:34.6
5718,0,OR01805,9.64001E+14,,,Wether,00:00.0,,16104,0,OR                          1805,,0.15,0.01,54.6,05:25.9,,48:18.1
5719,0,16104BS,9.64001E+14,,,Wether,00:00.0,,16104,0,                           16104BS,,0.19,0.09,53.6,50:09.4,,47:11.2
5720,0,11023SS,9.64001E+14,,,Wether,00:00.0,,11023,0,                           11023SS,,0.22,0.25,70,19:56.1,,46:59.6
5721,0,OR01670,9.64001E+14,,,Female,00:00.0,,17203,0,OR                          1670,,0.11,0.1,55.2,41:52.0,,08:58.4
5722,0,15080AS,9.64001E+14,,,Wether,00:00.0,,15080,0,                           15080AS,,0.22,0.18,70.8,55:26.5,,47:07.7
5723,0,OR01589,9.64001E+14,,,Female,00:00.0,,15080,0,OR                          1589,,0.15,0,67.8,27:30.3,,08:43.2
5724,0,16206AS,9.64001E+14,,,Wether,00:00.0,,16206,0,                           16206AS,,0.24,-0.08,72,52:32.0,,47:12.8
5725,0,OR01511,9.64001E+14,,,Female,00:00.0,,16206,0,OR                          1511,,0.15,0.26,64.8,49:59.9,,09:05.2
5726,0,OR01556,9.64001E+14,,,Female,00:00.0,,14015,0,OR                          1556,,0.12,0.07,58.6,48:37.1,,09:03.8
5727,0,19045,9.64001E+14,,,Female,00:00.0,,14015,0,19045,,0.14,0.35,88.2,59:28.2,,09:32.1
5728,0,OR01789,9.64001E+14,,,Wether,00:00.0,,16266,0,OR                          1789,,0.17,0.05,68.8,59:21.3,,48:17.3
5729,0,16298BS,9.64001E+14,,,Wether,00:00.0,,16266,0,                           16298BS,,0.25,0.11,71.8,24:50.8,,47:13.4
5730,0,OR01534,9.64001E+14,,,Female,00:00.0,,12040,0,OR                          1534,,0.15,0.19,60.4,52:42.7,,09:08.5
5731,0,OR01804,9.64001E+14,,,Wether,00:00.0,,12040,0,OR                          1804,,0.14,-0.01,53.6,44:14.7,,48:18.1
5732,0,19185,9.64001E+14,,,Female,00:00.0,,17001,0,19185,,0.06,0.18,133,34:13.1,.,50:49.4
5733,0,19085,9.64001E+14,,,Female,00:00.0,,17001,0,19085,,0.06,-0.01,116,29:35.3,.,55:55.9
5734,0,OR01870,9.64001E+14,,,Wether,00:00.0,,17311,0,OR                          1870,,0.07,-0.04,40,35:52.3,,48:21.3
5735,0,19039,9.64001E+14,,,Female,00:00.0,,17311,0,19039,,0.05,-0.06,111,15:10.5,23rd BRD GRP,00:38.5
5736,0,OR01816,9.64001E+14,,,Wether,00:00.0,,13080,0,OR                          1816,,0.14,0.17,63.8,50:03.1,,48:18.8
5737,0,OR01540,9.64001E+14,,,Female,00:00.0,,13080,0,OR                          1540,,0.13,0.07,46.8,51:18.9,,09:06.9
5738,0,14046AS,9.64001E+14,,,Wether,00:00.0,,14046,0,                           14046AS,,0.23,0.06,70.8,51:07.8,,47:04.0
5739,0,19059,9.64001E+14,,,Female,00:00.0,,14046,0,19059,,0.13,0.2,84.8,56:14.4,,09:31.2
5740,0,17076AD,9.64001E+14,,,Female,00:00.0,,17076,0,                           17076AD,,,,,,,18:05.7
5741,0,17076BS,9.64001E+14,,,Wether,00:00.0,,17076,0,                           17076BS,,0.24,-0.03,70.6,27:20.3,,47:13.9
5742,0,17041SS,9.64001E+14,,,Wether,00:00.0,,17041,0,                           17041SS,,0.24,0.14,75.8,27:40.1,,47:13.7
5743,0,19027,9.64001E+14,,,Female,00:00.0,,16223,0,19027,,0.05,0.02,113,17:37.9,.,05:50.9
5744,0,19169,9.64001E+14,,,Female,00:00.0,,16223,0,19169,,0.06,0.01,118,21:21.5,.,33:24.2
5745,0,19131,9.64001E+14,,,Female,00:00.0,,17066,0,19131,,0.13,0.25,84.8,01:18.9,,09:45.0
5746,0,14085AS,9.64001E+14,,,Wether,00:00.0,,14085,0,                           14085AS,,0.23,0.19,78.2,17:25.4,,47:04.8
5747,0,14085BS,9.64001E+14,,,Wether,00:00.0,,14085,0,                           14085BS,,0.22,0.04,71.6,11:06.3,,47:04.9
5748,0,OR01610,9.64001E+14,,,Female,00:00.0,,17082,0,OR                          1610,,0.15,0.28,89.8,48:23.1,,09:43.4
5749,0,OR01998,9.64001E+14,,,Female,00:00.0,,17082,0,OR                          1998,,0.11,0.24,50.2,43:06.2,,08:59.5
5750,0,16048BG,9.64001E+14,,,Wether,00:00.0,,15034,0,                           16048BG,,,,,,,47:09.9
5751,0,15034BS,9.64001E+14,,,Wether,00:00.0,,15034,0,                           15034BS,,0.26,0.15,75.6,27:55.6,,47:07.1
5752,0,OR01786,9.64001E+14,,,Wether,00:00.0,,16095,0,OR                          1786,,0.13,-0.04,56.8,10:55.2,,48:17.1
5753,0,OR01655,9.64001E+14,,,Female,00:00.0,,16095,0,OR                          1655,,0.12,0.04,57.8,38:18.8,,08:54.4
5754,0,19099,9.64001E+14,,,Female,00:00.0,,16068,0,19099,,0.07,0.02,125,58:07.7,.,40:07.7
5755,0,19182,9.64001E+14,,,Female,00:00.0,,16068,0,19182,,0.06,0.02,121,07:37.7,.,27:26.4
5756,0,19192,9.64001E+14,,,Female,00:00.0,,15132,0,19192,,0.05,-0.04,124,03:45.9,21st BRD GRP,52:25.5
5757,0,16077AD,9.64001E+14,,,Female,00:00.0,,16077,0,                           16077AD,,,,,,,13:58.9
5758,0,16077BS,9.64001E+14,,,Wether,00:00.0,,16077,0,                           16077BS,,0.23,0.13,82.8,52:36.2,,47:10.4
5759,0,19189,9.64001E+14,,,Female,00:00.0,,17289,0,19189,,0.13,0.33,87.6,46:27.4,,09:43.0
5760,0,17289BS,9.64001E+14,,,Wether,00:00.0,,17289,0,                           17289BS,,0.22,0.2,73.4,52:28.0,,47:15.5
5761,0,OR01506,9.64001E+14,,,Wether,00:00.0,,12077,0,OR                          1506,,,,45.2,58:08.2,,48:12.6
5762,0,14026AD,9.64001E+14,,,M,00:00.0,,14026,0,                           14026AD,,,,,,,36:31.3
5763,0,19178,9.64001E+14,,,Female,00:00.0,,14026,0,19178,,0.1,0.15,77.4,09:40.1,,09:34.4
5764,0,097,9.64001E+14,,,Male,00:00.0,,15003,0,97,,0.07,-0.2,166,31:28.6,16th BRD GRP,09:48.8
5765,0,OR01827,9.64001E+14,,,Wether,00:00.0,,13044,0,OR                          1827,,0.12,0,54.2,57:53.3,,48:19.2
5766,0,OR01984,9.64001E+14,,,Female,00:00.0,,13044,0,OR                          1984,,0.09,0.09,53.6,44:53.5,,09:01.2
5767,0,12004AR,9.64001E+14,,,Female,00:00.0,,12051,0,                           12004AR,,,,,,,20:04.3
5768,0,15050AS,9.64001E+14,,,Wether,00:00.0,,15050,0,                           15050AS,,0.25,0.16,81.6,12:55.9,,47:07.4
5769,0,OR01637,9.64001E+14,,,Female,00:00.0,,15050,0,OR                          1637,,0.15,0.26,56.6,01:16.4,,09:16.9
5770,0,OR01626,9.64001E+14,,,Female,00:00.0,,12051,0,OR                          1626,,0.13,0.14,65.4,54:08.6,,09:10.0
5771,0,14013AS,9.64001E+14,,,Wether,00:00.0,,14013,0,                           14013AS,,0.27,0.14,81,18:57.2,,47:03.1
5772,0,OR01856,9.64001E+14,,,Wether,00:00.0,,14013,0,OR                          1856,,0.19,0.12,69,24:50.5,,48:20.6
5773,0,17091AS,9.64001E+14,,,Wether,00:00.0,,17091,0,                           17091AS,,0.2,0.19,69.2,53:40.2,,47:14.3
5774,0,16133A,9.64001E+14,,,Female,00:00.0,,16133,0,                           16133A,,,,,,,36:13.6
5775,0,OR01584,9.64001E+14,,,Female,00:00.0,,16133,0,OR                          1584,,0.08,0.23,47.4,49:02.7,,09:04.2
5776,0,19151,9.64001E+14,,,Female,00:00.0,,17045,0,19151,,0.12,0.24,82.6,03:18.3,,09:32.5
5777,0,OR01826,9.64001E+14,,,Wether,00:00.0,,10011,0,OR                          1826,,0.16,0.06,67,53:51.7,,48:19.2
5778,0,19054,9.64001E+14,,,Female,00:00.0,,15113,0,19054,,0.05,-0.04,117,40:28.8,15th BRD GRP,22:39.8
5779,0,OR01850,9.64001E+14,,,Wether,00:00.0,,17165,0,OR                          1850,,0.18,0.06,64.8,25:35.7,,48:20.3
5780,0,19013,9.64001E+14,,,Female,00:00.0,,17165,0,19013,,0.05,-0.02,108,20:14.3,.,41:20.2
5781,0,19196,9.64001E+14,,,Female,00:00.0,,16106,0,19196,,0.06,-0.02,125,26:35.8,.,27:40.5
5782,0,16106BS,9.64001E+14,,,Wether,00:00.0,,16106,0,                           16106BS,,0.21,0.06,69.2,52:57.7,,47:11.3
5783,0,OR01968,9.64001E+14,,,Wether,00:00.0,,16174,0,OR                          1968,,0.17,-0.02,63.6,03:16.0,,48:25.7
5784,0,16174BS,9.64001E+14,,,Wether,00:00.0,,16174,0,                           16174BS,,0.21,0.2,75.6,30:26.3,,47:12.3
5785,0,093,9.64001E+14,,,Male,00:00.0,,14043,0,93,,0.22,0.24,138,21:21.5,3rd BRD GRP,09:48.8
5786,0,OR01914,9.64001E+14,,,Wether,00:00.0,,10025,0,OR                          1914,,0.17,0.01,59.2,59:10.7,,48:23.2
5787,0,OR01693,9.64001E+14,,,Female,00:00.0,,10025,0,OR                          1693,,0.16,0.17,62,29:54.2,,08:45.5
5788,0,19183,9.64001E+14,,,Female,00:00.0,,11014,0,19183,,0.06,0.21,120,26:51.3,.,50:49.6
5789,0,OR01722,9.64001E+14,,,Wether,00:00.0,,11014,0,OR                          1722,,0.17,0.06,65.4,42:15.4,,48:13.8
5790,0,OR01852,9.64001E+14,,,Wether,00:00.0,,14114,0,OR                          1852,,0.15,0.02,56.2,08:51.0,,48:20.4
5791,0,OR01819,9.64001E+14,,,Wether,00:00.0,,14114,0,OR                          1819,,0.15,0.01,57.2,37:14.6,,48:18.9
5792,0,OR01724,9.64001E+14,,,Wether,00:00.0,,14114,0,OR                          1724,,0.15,0.02,56.6,26:09.2,,48:13.9
5793,0,OR01635,9.64001E+14,,,Female,00:00.0,,13074,0,OR                          1635,,0.12,0.03,59.6,02:24.4,,09:18.1
5794,0,OR01810,9.64001E+14,,,Wether,00:00.0,,13074,0,OR                          1810,,0.15,0,66,18:24.9,,48:18.5
5795,0,092,9.64001E+14,,,Male,00:00.0,,13059,0,92,,0.07,-0.21,165,27:57.9,12th BRD GRP,09:48.7
5796,0,16205AS,9.64001E+14,,,Wether,00:00.0,,16205,0,                           16205AS,,0.24,-0.16,74.4,08:02.2,,47:12.7
5797,0,OR01910,9.64001E+14,,,Wether,00:00.0,,16205,0,OR                          1910,,0.15,0.01,63.4,54:00.4,,48:23.1
5798,0,13043AS,9.64001E+14,,,Wether,00:00.0,,13043,0,                           13043AS,,0.25,0.21,75.4,32:49.8,,47:02.3
5799,0,OR01940,9.64001E+14,,,Wether,00:00.0,,13043,0,OR                          1940,,0.15,-0.02,62.8,40:27.7,,48:24.5
5800,0,OR01509,9.64001E+14,,,M,00:00.0,,11036,0,OR                          1509,,,,46.8,47:46.2,,15:40.2
5801,0,089,9.64001E+14,,,Male,00:00.0,,16184,0,89,,0.03,-0.32,98,33:05.6,4th BRD GRP,09:48.6
5802,0,19030,9.64001E+14,,,Female,00:00.0,,12039,0,19030,,0.06,-0.01,118,46:18.1,.,57:17.5
5803,0,19060,9.64001E+14,,,Female,00:00.0,,12039,0,19060,,0.14,0.36,88.4,18:03.9,,09:36.0
5804,0,14033SS,9.64001E+14,,,Wether,00:00.0,,14033,0,                           14033SS,,0.23,0.18,80,43:42.1,,47:03.9
5805,0,OR01815,9.64001E+14,,,Wether,00:00.0,,14135,0,OR                          1815,,0.11,-0.01,48.6,15:29.3,,48:18.7
5806,0,OR01742,9.64001E+14,,,Wether,00:00.0,,14135,0,OR                          1742,,0.16,-0.05,59.6,03:05.4,,48:14.7
5807,0,099,9.64001E+14,,,Male,00:00.0,,11003,0,99,,0.16,0.17,120,22:09.9,,09:48.8
5808,0,12027S,9.64001E+14,,,M,00:00.0,,12027,0,                           12027S,,,,,,,08:11.8
5809,0,19044,9.64001E+14,,,Female,00:00.0,,16028,0,19044,,0.05,-0.02,111,37:20.4,.,38:20.0
5810,0,OR01566,9.64001E+14,,,Female,00:00.0,,16141,0,OR                          1566,,0.14,0.16,59.2,08:09.9,,09:24.8
5811,0,16141BS,9.64001E+14,,,Wether,00:00.0,,16141,0,                           16141BS,,0.21,0.06,69.8,18:02.1,,47:12.0
5812,0,15142AS,9.64001E+14,,,Wether,00:00.0,,15142,0,                           15142AS,,0.28,-0.03,88.6,56:17.2,,47:08.9
5813,0,19061,9.64001E+14,,,Female,00:00.0,,15142,0,19061,,0.15,0.33,94.4,04:38.7,,09:33.0
5814,0,OR01617,9.64001E+14,,,Female,00:00.0,,17170,0,OR                          1617,,0.14,-0.01,62.4,37:49.1,,08:53.7
5815,0,OR01638,9.64001E+14,,,Female,00:00.0,,17170,0,OR                          1638,,0.13,0.17,60.6,53:46.3,,09:09.6
5816,0,14022AS,9.64001E+14,,,Wether,00:00.0,,14022,0,                           14022AS,,0.24,0.07,74.6,25:08.5,,47:03.4
5817,0,19038,9.64001E+14,,,Female,00:00.0,,14022,0,19038,,0.07,0,130,22:43.3,.,02:56.9
5818,0,19154,9.64001E+14,,,Female,00:00.0,,12062,0,19154,,0.08,0.07,146,21:22.9,.,56:20.3
5819,0,19033,9.64001E+14,,,Female,00:00.0,,16159,0,19033,,0.12,0.31,78.8,29:51.0,,09:39.3
5820,0,OR01564,9.64001E+14,,,Female,00:00.0,,14078,0,OR                          1564,,0.08,0.21,56.6,02:38.4,,09:18.3
5821,0,OR01703,9.64001E+14,,,Wether,00:00.0,,14078,0,OR                          1703,,0.1,0.02,58.2,02:29.0,,48:12.8
5822,0,17115SGDEAD,9.64001E+14,,,M,00:00.0,,16104,0,                           17115SGDEAD,,,,,,,49:10.6
5823,0,17018SS,9.64001E+14,,,Wether,00:00.0,,17018,0,                           17018SS,,0.21,0.23,75.8,27:14.2,,47:13.5
5824,0,15076AS,9.64001E+14,,,Wether,00:00.0,,15076,0,                           15076AS,,0.12,0.23,43.2,49:01.5,,47:07.7
5825,0,19137,9.64001E+14,,,Female,00:00.0,,15076,0,19137,,0.14,0.31,86.6,58:19.4,,09:44.6
5826,0,OR01630,9.64001E+14,,,Female,00:00.0,,14110,0,OR                          1630,,0.13,0.11,65.2,52:31.6,,09:08.2
5827,0,OR01549,9.64001E+14,,,Female,00:00.0,,14110,0,OR                          1549,,0.14,0.16,59.2,49:36.8,,09:04.8
5828,0,OR01820,9.64001E+14,,,Wether,00:00.0,,14122,0,OR                          1820,,0.17,-0.01,63,02:18.3,,48:19.0
5829,0,OR01578,9.64001E+14,,,Female,00:00.0,,14122,0,OR                          1578,,0.14,0.26,55.2,03:34.1,,09:19.4
5830,0,17308A,9.64001E+14,,,M,00:00.0,,17308,0,                           17308A,,,,,,,56:51.6
5831,0,OR01777,9.64001E+14,,,Wether,00:00.0,,17308,0,OR                          1777,,0.13,0.05,53.6,47:52.6,,48:16.5
5832,0,OR01796,9.64001E+14,,,Wether,00:00.0,,15014,0,OR                          1796,,0.17,0.02,66,08:05.1,,48:17.5
5833,0,15014D,9.64001E+14,,,M,00:00.0,,15014,0,                           15014D,,,,,,,44:44.4
5834,0,15014ES,9.64001E+14,,,Wether,00:00.0,,15014,0,                           15014ES,,0.25,0.15,70.2,55:55.1,,47:06.7
5835,0,OR01876,9.64001E+14,,,Wether,00:00.0,,17029,0,OR                          1876,,0.17,0.05,59,21:03.3,,48:21.5
5836,0,OR01664,9.64001E+14,,,Female,00:00.0,,17029,0,OR                          1664,,0.13,0.19,51.4,42:01.5,,08:58.6
5838,0,OR01938,9.64001E+14,,,Wether,00:00.0,,13079,0,OR                          1938,,0.15,-0.02,50,26:55.1,,48:24.4
5839,0,OR01840,9.64001E+14,,,Wether,00:00.0,,13079,0,OR                          1840,,0.18,0.07,63.2,10:14.5,,48:19.9
5840,0,17198AS,9.64001E+14,,,Wether,00:00.0,,17198,0,                           17198AS,,0.27,0.14,74.6,04:06.7,,47:14.9
5841,0,OR01608,9.64001E+14,,,Female,00:00.0,,17198,0,OR                          1608,,0.13,0.17,52,09:02.8,,09:25.9
5842,0,OR01812,9.64001E+14,,,Wether,00:00.0,,13072,0,OR                          1812,,0.14,-0.03,58.2,10:46.3,,48:18.6
5843,0,OR02017,9.64001E+14,,,Female,00:00.0,,13072,0,OR                          2017,,0.14,0,55.2,37:02.4,,08:52.7
5844,0,19124,9.64001E+14,,,Female,00:00.0,,13072,0,19124,,0.06,-0.01,117,08:05.6,.,29:21.0
5845,0,19096,9.64001E+14,,,Female,00:00.0,,17291,0,19096,,0.05,-0.06,107,10:04.3,15th BRD GRP,51:35.2
5846,0,17291B,9.64001E+14,,,Wether,00:00.0,,17291,0,                           17291B,,0.12,-0.13,35.6,06:17.8,,47:15.5
5847,0,OR01510,9.64001E+14,,,Female,00:00.0,,16096,0,OR                          1510,,0.14,0.1,58.6,00:13.8,,09:15.9
5848,0,16096B,9.64001E+14,,,Female,00:00.0,,16096,0,                           16096B,,,,,,,45:39.4
5849,0,16199AR,9.64001E+14,,,Male,00:00.0,,16199,0,                           16199AR,,,,,,,16:51.2
5850,0,OR01505,9.64001E+14,,,Female,00:00.0,,16199,0,OR                          1505,,0.13,-0.1,52.4,07:49.1,,09:24.4
5851,0,14148C,9.64001E+14,,,M,00:00.0,,14148,0,                           14148C,,,,,,,52:03.4
5852,0,OR01690,9.64001E+14,,,Female,00:00.0,,14148,0,OR                          1690,,0.12,0.04,57.6,31:57.0,,08:47.4
5853,0,OR01768,9.64001E+14,,,Wether,00:00.0,,14148,0,OR                          1768,,0.18,0.03,64,37:55.5,,48:16.0
5854,0,19049,9.64001E+14,,,Female,00:00.0,,17059,0,19049,,0.14,0.12,97.6,28:46.6,12th BRD GRP,19:58.0
5855,0,17059BS,9.64001E+14,,,Female,00:00.0,,17059,0,                           17059BS,,,,,,,40:46.8
5856,0,19058,9.64001E+14,,,Female,00:00.0,,16045,0,19058,,0.08,0.18,126,49:05.7,20th BRD GRP,55:11.7
5857,0,OR01671,9.64001E+14,,,Female,00:00.0,,16045,0,OR                          1671,,0.1,0.11,47.8,39:40.4,,08:56.2
5858,0,OR024109,9.64001E+14,,,Male,00:00.0,,16042,0,OR                         24109,,0.09,-0.04,171,40:38.9,1st BRD GRP,23:05.3
5859,0,19175,9.64001E+14,,,Female,00:00.0,,16148,0,19175,,0.15,0.27,88.8,15:31.6,,09:35.3
5860,0,OR01978,9.64001E+14,,,Female,00:00.0,,16148,0,OR                          1978,,0.12,0.17,56.6,31:38.4,,08:47.2
5861,0,17178A,9.64001E+14,,,M,00:00.0,,17178,0,                           17178A,,,,,,,54:24.0
5862,0,OR01947,9.64001E+14,,,Wether,00:00.0,,17178,0,OR                          1947,,0.18,0.05,69,48:55.0,,48:24.8
5863,0,17228BG,9.64001E+14,,,Female,00:00.0,,16116,0,                           17228BG,,,,,,,42:06.2
5864,0,16116B,9.64001E+14,,,Wether,00:00.0,,16116,0,                           16116B,,,,,,,47:11.5
5865,0,14025CS,9.64001E+14,,,Wether,00:00.0,,14025,0,                           14025CS,,0.22,0.36,76.6,17:10.3,,47:03.6
5866,0,OR01577,9.64001E+14,,,Female,00:00.0,,14025,0,OR                          1577,,0.13,0.07,56.2,54:57.3,,09:11.0
5867,0,OR01923,9.64001E+14,,,Wether,00:00.0,,14025,0,OR                          1923,,0.14,-0.03,56.2,09:20.0,,48:23.6
5868,0,OR01765,9.64001E+14,,,Wether,00:00.0,,16004,0,OR                          1765,,0.16,-0.01,60.8,21:27.8,,48:15.8
5869,0,19193,9.64001E+14,,,Female,00:00.0,,16004,0,19193,,0.05,-0.02,110,32:31.6,.,36:03.5
5870,0,16004ED,9.64001E+14,,,M,00:00.0,,16004,0,                           16004ED,,,,,,,23:38.4
5871,0,19055,9.64001E+14,,,Female,00:00.0,,12071,0,19055,,0.12,0.25,87.2,26:05.9,,09:37.6
5872,0,17081SS,9.64001E+14,,,Wether,00:00.0,,17081,0,                           17081SS,,0.21,0.14,74.8,10:31.9,,47:14.0
5873,0,17283SS,9.64001E+14,,,Wether,00:00.0,,17283,0,                           17283SS,,0.22,0.05,74,37:10.5,,47:15.4
5874,0,OR01878,9.64001E+14,,,Wether,00:00.0,,13016,0,OR                          1878,,0.19,-0.01,61.4,05:48.6,,48:21.6
5875,0,OR01836,9.64001E+14,,,Wether,00:00.0,,13016,0,OR                          1836,,0.12,0.13,48.4,53:31.9,,48:19.7
5876,0,19195,9.64001E+14,,,Female,00:00.0,,17164,0,19195,,0.06,0.01,119,17:31.8,.,50:30.8
5877,0,OR01886,9.64001E+14,,,Wether,00:00.0,,17164,0,OR                          1886,,0.17,-0.04,56.8,57:34.8,,48:22.0
5878,0,14095AD,9.64001E+14,,,M,00:00.0,,14095,0,                           14095AD,,,,,,,16:54.5
5879,0,14095BS,9.64001E+14,,,Wether,00:00.0,,14095,0,                           14095BS,,0.22,0.31,72.8,35:24.8,,47:05.1
5880,0,OR01928,9.64001E+14,,,Wether,00:00.0,,16032,0,OR                          1928,,0.18,0.01,63.6,24:22.9,,48:24.0
5881,0,OR01830,9.64001E+14,,,Wether,00:00.0,,16032,0,OR                          1830,,0.19,0.05,69,04:01.3,,48:19.5
5882,0,OR01568,9.64001E+14,,,Female,00:00.0,,13068,0,OR                          1568,,0.13,0.16,52,50:14.1,,09:05.4
5883,0,OR01685,9.64001E+14,,,Female,00:00.0,,13076,0,OR                          1685,,0.14,0.11,61.2,30:58.7,,08:46.6
5884,0,OR01616,9.64001E+14,,,Female,00:00.0,,13068,0,OR                          1616,,0.1,0.04,50.2,00:38.9,,09:16.3
5885,0,OR01788,9.64001E+14,,,Wether,00:00.0,,15090,0,OR                          1788,,0.17,-0.02,62.6,22:52.1,,48:17.2
5886,0,OR01550,9.64001E+14,,,Female,00:00.0,,15090,0,OR                          1550,,0.13,0.11,54.2,08:50.7,,09:25.7
5887,0,17141A,9.64001E+14,,,Wether,00:00.0,,17141,0,                           17141A,,,,,,,47:14.7
5888,0,OR01526,9.64001E+14,,,Female,00:00.0,,17141,0,OR                          1526,,0.14,0.14,60.2,51:00.6,,09:06.4
5889,0,OR01824,9.64001E+14,,,Wether,00:00.0,,16156,0,OR                          1824,,0.15,0.06,55.2,28:20.5,,48:19.1
5890,0,17217BG,9.64001E+14,,,Wether,00:00.0,,16156,0,                           17217BG,,,,,,,47:15.0
5891,0,OR01731,9.64001E+14,,,Wether,00:00.0,,14136,0,OR                          1731,,0.13,0,49.6,05:08.4,,48:14.2
5892,0,OR01700,9.64001E+14,,,Female,00:00.0,,14136,0,OR                          1700,,0.12,0.07,49,34:05.2,,08:49.9
5893,0,15013AS,9.64001E+14,,,Wether,00:00.0,,15013,0,                           15013AS,,0.23,0.09,68.6,56:08.5,,47:06.5
5894,0,15013BS,9.64001E+14,,,Wether,00:00.0,,15013,0,                           15013BS,,0.24,0.16,69.6,50:13.4,,47:06.6
5895,0,OR01771,9.64001E+14,,,Wether,00:00.0,,16140,0,OR                          1771,,0.15,0.02,56.2,47:32.6,,48:16.1
5896,0,OR01520,9.64001E+14,,,Female,00:00.0,,16140,0,OR                          1520,,0.08,0.33,58.2,07:15.5,,09:23.7
5897,0,16140E,9.64001E+14,,,Female,00:00.0,,16140,0,                           16140E,,,,,,,09:05.8
5898,0,19053,9.64001E+14,,,Female,00:00.0,,16125,0,19053,,0.14,0.36,88.2,50:44.5,,09:29.5
5899,0,OR01675,9.64001E+14,,,Female,00:00.0,,16125,0,OR                          1675,,0.13,0.27,55,21:47.3,,08:37.4
5900,0,16015AS,9.64001E+14,,,Wether,00:00.0,,16015,0,                           16015AS,,0.22,0.06,67,14:27.8,,47:09.5
5901,0,19077,9.64001E+14,,,Female,00:00.0,,16015,0,19077,,0.05,0.01,112,35:29.3,.,04:43.8
5902,0,OR02011,9.64001E+14,,,Female,00:00.0,,15022,0,OR                          2011,,0.11,0.14,50.2,41:43.2,,08:58.2
5903,0,19041,9.64001E+14,,,Female,00:00.0,,15022,0,19041,,0.13,0.31,80.8,52:58.8,,09:44.2
